9.873891790302913307e-02 -6.098296331513077817e-01 -1.388588333150018173e-01 -1.452286740506828489e-01 -2.182634897573064447e-01 -8.315220749131854161e-01 -1.233076850861464790e-01 3.424158006105864072e-01 1.572207697923022063e-01 5.987780658038107662e-01
-1.094331460067661521e-01 -9.741560387801181942e-02 -1.145456677953898827e-02 -2.903351760882177945e-02 2.297143541307116177e-01 -2.260698226898610885e-02 9.180607473877860913e-02 6.175180554801862343e-02 -5.707236852614977485e-02 1.370039803805218892e-01
2.790025370931037418e-03 6.907310720557124917e-02 8.936894725112388971e-02 -8.811895776641268108e-02 -3.278799002361351689e-02 3.102669439177938027e-02 8.704479903441458832e-02 -1.522805772989094253e-02 -4.104610279889536750e-02 -1.779066819752894713e-02
4.358267880961608221e-03 4.453488117076931374e-02 -2.256350161014841760e-02 -2.219757744605410643e-02 -1.613219286854206125e-03 3.927059149378575587e-02 1.396396070237088116e-02 -3.612364608173279645e-02 -3.179613940549619322e-02 -1.805826319951897574e-02
-2.906885799570280149e-02 -4.062969287123585627e-02 4.443728367314023209e-02 2.385092641584907192e-02 1.282745533784804270e-02 -3.006382162672677216e-02 -6.289789795058231547e-03 -4.881410402835323348e-03 4.106315543255906197e-02 -3.641711590530494203e-02
-1.178565135615897153e-02 -1.076170979032370356e-02 -6.911802056046578713e-03 -6.560110150227227432e-03 -1.168382916648255665e-02 9.052424055917690504e-03 3.960362645050674590e-03 1.865996681724285677e-02 4.154639338135729387e-02 -1.915586684238648751e-02
-1.120236178447858721e-02 -1.915487061412940450e-02 -3.071172866698590465e-02 -1.165067005784309329e-02 1.343499625956587340e-02 -1.140047243491937312e-02 9.918356915892323489e-03 -1.597616790642081286e-02 3.687948609853980431e-02 -3.399411883716896288e-02
-3.007551695137097858e-02 -1.189931076006311983e-02 1.706770408139120232e-02 -1.122961604297309512e-02 1.894432101980786376e-03 1.879482336817467347e-02 -2.817619624527017974e-02 -3.237441714896008294e-02 3.336800425255337377e-02 -5.216738810453197539e-02
9.385558082138478753e-03 -6.443784148469799966e-03 -2.234645078063997314e-02 1.420582991355556768e-02 1.571929860372198173e-02 1.792989628428443005e-03 2.345046967119657211e-02 1.789832485149672747e-02 -4.425030613641178778e-02 -1.184962275158613076e-02
-9.113070962217667548e-03 -1.109433260861020232e-02 1.114897597383923689e-03 -1.487922394654084268e-02 -1.895699151424895534e-02 1.685133954107911891e-02 3.208990560551516769e-03 2.907307376866896664e-03 4.581888873168815657e-02 -7.252211837342564804e-03
1.092578513115541328e-02 -5.648037556304891238e-02 -4.300898369641620311e-02 5.105839845601090055e-03 7.449492660664802646e-03 -3.082236153470474527e-04 -3.770524950482578852e-03 -8.643887422803975262e-03 -1.262560466586221120e-02 -3.777757328869918441e-02
-1.356708607182668946e-02 -2.338073013025532276e-02 8.219256317355308483e-02 5.960087963286980761e-03 -2.389760827071474303e-02 2.949282391873070397e-02 -1.647518537251219106e-02 1.345586418522068395e-02 -1.388461944966745687e-02 -4.035129774682222337e-02
2.746725301044705692e-02 2.032769902790654282e-02 -4.234220226757345884e-03 -2.492090253020440294e-03 5.234830121316425000e-03 2.636901979482547675e-02 3.485699626531169049e-03 4.016123355291334462e-03 -3.388861991735725443e-02 1.066308185478181958e-02
