-2.543153901327800948e-01,1.158331664038518616e+00,-4.014450708567992576e-01,1.803459956370161987e-01,-5.696564491430766014e-02,2.047105628285895040e+00,1.011736693326813263e+00,3.849671822410665745e-01,2.863597272302145780e-01,-2.036203435506106496e-01
2.614211354563666934e-01,2.235405815098104876e-01,4.695148600000907946e-01,5.808769668058860747e-01,3.480160896792907493e-02,2.185492262796741303e-01,1.299714330024711040e-01,2.477876584329543885e-01,4.433008316863812359e-01,-6.671078773932424648e-03
2.202086518711910690e-01,1.448810810291704387e-01,3.054397693274665260e-01,5.615805034149916608e-01,2.632945223997072426e-01,2.608753461853470235e-01,2.600127140048653640e-01,3.786455562165130795e-01,3.490898396496973644e-01,2.272196534014730707e-01
1.900230587717694486e-01,4.336666686816714189e-01,1.218912261797409219e-01,2.461244023058276886e-01,2.488401468448182829e-01,2.375547451373914154e-01,3.952604998443083884e-01,2.810933927810532196e-01,4.562430134512945878e-01,3.723359290144649392e-01
2.583809713917117334e-01,5.319956945338455423e-01,7.621288459438267660e-02,2.037284226320353886e-01,2.208723022258923807e-01,3.009239257142605206e-01,3.870108049202528044e-01,2.258137842251971561e-01,3.594631904782072396e-01,3.654906074252080028e-01
2.675812684880100045e-01,5.496954256130072158e-01,8.958565039913787831e-02,1.949023290455562663e-01,2.220574456290407561e-01,2.942765809243271802e-01,3.695781524417890429e-01,2.080559666907006167e-01,3.609039382028972898e-01,3.663161657661428983e-01
1.815548143973184925e-01,2.535210250814947108e-01,5.205030363439890895e-01,4.751525862198978101e-01,2.004630316526913314e-01,2.431910926476090473e-01,2.884187905722362388e-01,3.228186361645397073e-01,2.987861965385329999e-01,1.734178529484215192e-01
3.114313728706221696e-01,3.832755458606044718e-01,3.417814359619355535e-01,3.225288926909091747e-01,1.610125366798799973e-01,2.803699868678336538e-01,3.078501391789026931e-01,3.489242463096907665e-01,2.863882316666258032e-01,3.635938609929999510e-01
1.970749519621334545e-01,5.047430955362564031e-01,1.071923507613467691e-01,2.059649289456512433e-01,2.304253472177977824e-01,2.675052346642589063e-01,3.819660829721639450e-01,2.229648614732731848e-01,4.516321458253518273e-01,3.581148062442278124e-01
2.676006257367312680e-01,5.510751415812288334e-01,6.378855281272871602e-02,2.000054281464658801e-01,2.209936553852828445e-01,2.943704610991695336e-01,3.834125121871050368e-01,2.238830753060899736e-01,3.434972568217734001e-01,3.605878911389505670e-01
1.874484885817271906e-01,2.553803809861601160e-01,5.242025434164998554e-01,4.736135459104980350e-01,1.928173522049612953e-01,2.433240844627627963e-01,2.867143241886990768e-01,3.204277745875549477e-01,2.997004612406720669e-01,1.716428194262321905e-01
2.566507366716333505e-01,1.581094248910669409e-01,3.763022130104977658e-01,5.377265155102584071e-01,2.302265381248207732e-01,3.113910725249230405e-01,2.800434877974087300e-01,3.485034304638628400e-01,2.780481833331794883e-01,2.263188036029287198e-01
1.810407198479565549e-01,4.348856292381811928e-01,1.269720215421058784e-01,2.362584130118425552e-01,2.502183131519950532e-01,2.409030316214195722e-01,3.902325395995843160e-01,2.604064714652346568e-01,4.813743525284167046e-01,3.656516207665343465e-01
2.827708234215204897e-01,3.687591207071738708e-01,3.795249954227082334e-01,2.831365725984061332e-01,1.756642696454396579e-01,3.454784322204270119e-01,2.365324422027004769e-01,3.386605503400078043e-01,2.948802040871242869e-01,3.899303134284678451e-01
3.012176285455975266e-01,3.881653012882521070e-01,3.318181829456731680e-01,3.183281587446724625e-01,1.801974316838926560e-01,3.319089137078963248e-01,2.572798995041916670e-01,3.506052841442493517e-01,3.134657159003063076e-01,3.422675964185771802e-01
2.174754465408311466e-01,2.061347540071580553e-01,4.351412917571438332e-01,4.753874190906285380e-01,2.244963523422660867e-01,3.002539059418026790e-01,3.117179252425886782e-01,3.466484947925536630e-01,3.160195695427573392e-01,1.926632265866562721e-01
2.571403801903829889e-01,1.629420294791088242e-01,3.873179020395389194e-01,5.190005028559331324e-01,2.313281957056751992e-01,3.174667554786314017e-01,2.821856179275654686e-01,3.475208090472020062e-01,2.882437624968335332e-01,2.239871947966360632e-01
3.039163519333026864e-01,3.913379151315668492e-01,3.289814947270008894e-01,3.292200614256299840e-01,1.643874951947473517e-01,3.021789260410563394e-01,3.053170682358271049e-01,3.412328373533242698e-01,2.863217938252402561e-01,3.576323971716918182e-01
2.270222607221417110e-01,2.067974187969961186e-01,4.377952797095089887e-01,4.830642742182926774e-01,2.223503525631027322e-01,2.990463006029375204e-01,3.079935451885368880e-01,3.411510526460357906e-01,3.060120134663131819e-01,1.921565366551118148e-01
2.575540472187337615e-01,1.646567725834745810e-01,3.840614369962616070e-01,5.199256076597925658e-01,2.277562535188997761e-01,3.190361723966334551e-01,2.845102808391228866e-01,3.473383507065431752e-01,2.876603562190168661e-01,2.252392827337111048e-01
3.038330641410351696e-01,3.914157304341823185e-01,3.290001798705036173e-01,3.293600586838211219e-01,1.638340446926631333e-01,3.026299129118943942e-01,3.037762091066234516e-01,3.416621998991716258e-01,2.868270108544816455e-01,3.578418531810435010e-01
2.910793790875179643e-01,3.870634852443489149e-01,3.436987771963639915e-01,3.113182932904844380e-01,1.611627690126513635e-01,3.327997119694000583e-01,2.503665554472950805e-01,3.546547576010492531e-01,3.141573578124559063e-01,3.556956328532865363e-01
2.962486045771055010e-01,3.921682449698697948e-01,3.334406119930327650e-01,3.155415513937865901e-01,1.735202748396429961e-01,3.343812610946946262e-01,2.475659346318618836e-01,3.506691576992868042e-01,3.095063709574548683e-01,3.545696859214733654e-01
2.966284469477111219e-01,3.906014859975241449e-01,3.343467672496544529e-01,3.153549396922586401e-01,1.742466011642536117e-01,3.354370986135382093e-01,2.497445674842453667e-01,3.483271022579874643e-01,3.084095794030365933e-01,3.556754586316745459e-01
